,City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Min Temp,Wind Speed
187,1214488,Meulaboh,48,ID,1644555044.7766833,65,4.1363,96.1285,85.05,85.05,5.37
188,2361177,Djibo,0,BF,1644555045.0437438,10,14.1022,-1.6306,65.3,65.3,11.14
189,2146108,Traralgon,22,AU,1644555045.3098037,30,-38.1833,146.5333,79.41,73.9,6.4
190,4997130,Ingham,40,US,1644555045.5738626,80,42.6,-84.3833,28.35,24.64,5.75
191,95788,Hīt,5,IQ,1644555045.841923,65,33.6416,42.8251,49.64,49.64,9.82
192,3372707,Ribeira Grande,100,PT,1644555046.1729975,69,38.5167,-28.7,59.94,59.94,10.16
193,510342,Pestretsy,100,RU,1644555046.4450588,97,55.7531,49.6545,17.74,17.15,5.44
194,2632287,Dalvik,81,IS,1644555046.712119,79,65.9702,-18.5286,31.93,31.93,12.21
195,2214432,Nālūt,62,LY,1644555046.981181,74,30.3333,10.85,42.87,42.87,9.69
196,2610343,Vestmanna,75,FO,1644555047.248241,75,62.1564,-7.1664,36.52,36.52,17.27
197,1106677,Bambous Virieux,40,MU,1644555047.5122995,78,-20.3428,57.7575,83.21,80.85,3.44
198,64814,Bandarbeyla,92,SO,1644555047.5643117,65,9.4942,50.8122,75.4,75.4,16.82
199,2278158,Buchanan,27,LR,1644555047.8303714,90,5.8808,-10.0467,76.96,76.96,2.33
200,2304548,Anloga,0,GH,1644555048.1004324,84,5.7947,0.8973,80.82,80.82,5.91
201,2269142,Colares,72,PT,1644555048.4045005,67,38.7992,-9.4469,58.33,53.26,15.01
202,2459775,Bougouni,2,ML,1644555048.6715605,11,11.417,-7.479,71.46,71.46,8.08
203,2132606,Samarai,77,PG,1644555048.9506235,61,-10.6167,150.6667,83.89,83.89,19.15
204,4031574,Provideniya,0,RU,1644555049.0046372,64,64.3833,-173.3,-11.09,-11.09,11.18
205,577922,Belomorsk,100,RU,1644555049.2716959,91,64.5232,34.7668,27.34,27.34,8.86
206,544397,Kortkeros,100,RU,1644555049.5377557,94,61.8106,51.5806,19.4,19.18,8.59
207,2070998,Geraldton,75,AU,1644555049.8058162,48,-28.7667,114.6,90.01,90.01,19.57
208,3939168,Huarmey,100,PE,1644555050.1248872,81,-10.0681,-78.1522,71.06,71.06,5.12
209,1808857,Hanzhong,95,CN,1644555050.3949492,48,33.0728,107.0303,50.14,50.14,1.61
210,6095416,Outlook,100,CA,1644555050.6650093,88,51.5001,-107.0513,22.69,21.76,13.71
211,3991347,Puerto Peñasco,0,MX,1644555050.9370706,29,31.3167,-113.5333,65.91,65.91,3.0
212,2455216,Kita,0,ML,1644555051.210132,10,13.0349,-9.4895,70.7,70.7,8.41
213,4845585,Westport,0,US,1644555051.478192,66,41.1415,-73.3579,44.76,30.81,3.44
214,556268,Ostrovnoy,100,RU,1644555051.531204,88,68.0531,39.5131,23.38,23.38,16.24
215,2038067,Chifeng,22,CN,1644555051.801265,29,42.2683,118.9636,26.29,26.29,3.91
216,3105522,Bereda,81,ES,1644555052.0753267,100,43.2686,-7.5406,47.57,42.87,4.83
217,1273294,Delhi,20,IN,1644555052.1333396,73,28.6667,77.2167,65.3,57.29,8.05
218,333772,Jimma,93,ET,1644555052.3994002,62,7.6667,36.8333,65.77,65.77,0.67
219,5367788,Lompoc,0,US,1644555052.452412,48,34.6391,-120.4579,65.19,52.52,3.44
220,2255542,Owando,59,CG,1644555052.7234726,78,-0.4819,15.8999,71.64,71.64,3.11
221,6620339,Karratha,30,AU,1644555052.9925334,51,-20.7377,116.8463,92.19,92.19,18.7
222,1650434,Bambanglipuro,71,ID,1644555053.2886002,59,-7.95,110.2833,87.48,87.48,8.08
223,2282006,San-Pédro,32,CI,1644555053.5586603,92,4.7485,-6.6363,77.32,77.32,2.1
224,2228079,Mbalmayo,68,CM,1644555053.833723,98,3.5167,11.5,66.52,66.52,2.91
225,1571058,Phan Thiet,97,VN,1644555053.9387467,51,10.9333,108.1,88.93,88.93,16.8
226,3193545,Peći,0,BA,1644555054.207807,76,44.6272,16.7861,33.01,33.01,4.59
227,3395458,Maragogi,100,BR,1644555054.477868,76,-9.0122,-35.2225,77.72,77.72,5.61
228,126409,Kūhdasht,100,IR,1644555054.818945,93,33.535,47.6061,38.71,38.71,8.93
229,934322,Mahébourg,40,MU,1644555054.871956,78,-20.4081,57.7,83.25,80.89,3.44
230,1492566,Severo-Yeniseyskiy,22,RU,1644555055.2880502,86,60.3725,93.0408,-1.5,-1.5,3.02
231,3386213,Touros,21,BR,1644555055.5561101,79,-5.1989,-35.4608,79.7,79.7,8.01
232,2629833,Husavik,47,IS,1644555055.823171,77,66.0449,-17.3389,31.91,31.91,11.54
233,2729907,Longyearbyen,100,SJ,1644555056.2982779,88,78.2186,15.6401,16.9,16.9,3.18
234,2160517,Launceston,40,AU,1644555056.5683386,29,-41.45,147.1667,80.15,72.48,12.66
235,6050066,La Ronge,0,CA,1644555056.8353987,77,55.1001,-105.2842,-9.15,-9.18,8.05
236,5134295,Rome,88,US,1644555057.115462,91,43.2128,-75.4557,35.46,32.72,4.63
237,533964,Loukhi,98,RU,1644555057.3935244,97,66.0764,33.0381,24.06,24.06,4.56
238,3356332,Karibib,100,NA,1644555057.658584,77,-21.9333,15.8333,67.95,67.95,6.64
239,986717,Kruisfontein,0,ZA,1644555057.7105956,79,-34.0033,24.7314,63.9,63.9,2.06
240,6089245,Norman Wells,20,CA,1644555057.9816563,76,65.282,-126.8329,-14.76,-14.76,4.61
241,915471,Kalabo,89,ZM,1644555058.3067303,93,-14.97,22.6814,65.41,65.41,4.59
242,3836277,Santa Fe,8,AR,1644555058.6848152,54,-31.6333,-60.7,77.0,68.92,7.0
243,5380437,Pacific Grove,0,US,1644555058.783837,57,36.6177,-121.9166,63.45,53.42,6.91
244,3459352,Ladário,51,BR,1644555059.0538976,88,-19.0047,-57.6017,72.77,72.77,2.55
245,2033675,Xinmin,4,CN,1644555059.3869731,41,41.9908,122.8253,30.45,30.45,13.58
246,1632694,Pangkalanbuun,99,ID,1644555059.666036,53,-2.6833,111.6167,88.38,88.38,5.64
247,1786060,Yuanping,100,CN,1644555059.9480996,29,38.7153,112.7575,37.8,37.8,3.71
248,1254657,Thānesar,0,IN,1644555060.2331636,48,29.9833,76.8167,59.02,59.02,11.7
249,1520281,Oytal,84,KZ,1644555060.5182273,64,42.9057,73.2697,36.86,36.86,5.3
250,2246901,Oussouye,7,SN,1644555060.800291,36,12.485,-16.5469,72.93,72.93,3.62
251,3171985,Orbetello,2,IT,1644555061.1253643,100,42.4408,11.2196,48.79,41.0,8.05
252,2122389,Ossora,19,RU,1644555061.400427,80,59.2353,163.0719,-6.65,-6.65,4.03
253,918905,Chinsali,100,ZM,1644555061.6704874,98,-10.5414,32.0816,61.83,61.83,2.26
254,3421765,Nanortalik,100,GL,1644555061.9395483,66,60.1432,-45.2371,27.41,27.41,3.78
255,2315728,Gemena,28,CD,1644555062.209609,32,3.25,19.7667,68.85,68.85,1.57
256,1529660,Aksu,0,CN,1644555062.4836705,24,41.1231,80.2644,32.52,32.52,1.59
257,6167817,Torbay,75,CA,1644555062.8137448,90,47.6666,-52.7314,33.76,30.49,9.22
258,3397763,Jacareacanga,96,BR,1644555063.083805,98,-6.2222,-57.7528,72.52,72.52,1.41
259,2425791,Kibala,0,TD,1644555063.4958985,24,9.1104,18.3463,67.95,67.95,0.0
260,134721,Fasa,0,IR,1644555063.7619584,75,28.9383,53.6482,33.04,33.04,0.0
261,6944113,Mont-Joli,40,CA,1644555064.1530457,75,48.5839,-68.1921,35.1,29.39,17.27
262,863061,Usinsk,100,RU,1644555064.4231062,77,65.9939,57.5281,21.42,21.42,20.24
263,3391889,Pitimbu,52,BR,1644555064.7011697,77,-7.4706,-34.8086,77.59,77.59,7.65
264,4328010,Houma,87,US,1644555064.9702303,84,29.5958,-90.7195,53.01,44.6,3.38
